"Year","AFG","ALB","DZA","AND","AGO","AIA","ATA","ATG","ARG","ARM","ABW","AUS","AUT","AZE","BHS","BHR","BGD","BRB","BLR","BEL","BLZ","BEN","BMU","BTN","BES","BIH","BWA","BRA","VGB","BRN","BGR","BFA","BDI","KHM","CAN","CPV","CYM","CAF","TCD","CHL","CHN","CXR","COL","COM","COG","COK","CRI","CIV","HRV","CUB","CUW","CYP","CZE","CSK","PRK","COD","VDR","DNK","DJI","DMA","DOM","East & West Pakistan","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FRO","FLK","DEW","FSM","Federation of Malaya-Singapore","FJI","FIN","YMD","DDR","PCZ","FORMER YEMEN","FRA","French Equatorial Africa","GUF","French Indo-China","PYF","French West Africa","GAB","GMB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GLP","GTM","GIN","GNB","GUY","HTI","HND","HKG","HUN","ISL","IND","IDN","IRQ","IRL","IRN","ISR","ITA","JAM","JPN","Japan (Excluding The Ruyuku Islands)","JOR","KAZ","KEN","KIR","KSV","KWT","Kuwaiti Oil Fires","KGZ","LAO","LVA","LBN","Leeward Islands","LSO","LBR","LBY","LIE","LTU","LUX","MAC","MKD","MDG","MWI","MYS","MDV","MLI","MLT","MHL","MTQ","MRT","MUS","MEX","MNG","MNE","MSR","MAR","MOZ","MMR","NAM","NRU","NPL","ANT","Netherland Antilles and Aruba","NLD","NCL","NZL","NIC","NER","NGA","NIU","NOR","PSE","OMN","Pacific Islands (Palau)","PAK","PLW","PAN","PNG","PRY","Peninsular Malaysia","PER","PHL","BOL","POL","PRT","PRI","QAT","CMR","KOR","MDA","SSD","Republic of South Vietnam","REPUBLIC OF SUDAN","REU","Rhodesia-Nyasaland","ROU","RUS","RWA","Rwanda-Urundi","Ryukyu Islands","Sabah","SHN","LCA","SXM","WSM","STP","Sarawak","SAU","SEN","SRB","SYC","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","KNA","KNA","SPM","VCT","SUDAN","SUR","SWZ","SWE","CHE","SYR","TWN","TJK","Tanganyika","THA","TLS","TGO","TON","TTO","TUN","TUR","TKM","TCA","TUV","UGA","UKR","ARE","GBR","United Korea","TZA","USA","URY","SUN","UZB","VUT","VEN","VNM","WLF","YEMEN","YUG","SCG","ZMB","Zanzibar","ZWE"
1996,116,203,6500,0,270,0,0,0,5117.300000,282,0,6250,3874,223,0,192,650,107,1467,7857,0,360,0,160,0,150,,34597.049000,0,250,2137,30,,200,11587,0,0,0,,3634,492120,,8907,0,50,0,830,1000,1842,1453,0,1000,5015,,3790,241,,2629,,0,1642,,3028,18700,948,0,47,388,690,0,0,,0,,84,975,,,,,19514,,52,,0,,185,0,85,31533,1500,0,14700,0,0,230,1090,260,0,,0,952,2027,2747,88,75000,24646,1600,1933,17753.356164,5600,33327,555.125000,94492,,3512,1120,1816,0,,2000,,544,78,700,3500,,0,15,3550,,325,667,,491,44,91,12349,0,12,0,0,220,100,0,28047.210000,106,0,0,6585,180,505,50,0,309,,,3140,100,974,360,29,2545,0,1664,0,1260,,8900,0,647,,613,,3848,12429,900.956800,13959,8455,,690,305,57260,494.400000,0,,384.946029,299,,6956,27800,42,,,,0,0,0,0,0,,16437,811,2199.183368,0,160,3300,2802,1026,0,0,9000,25406.170000,928,0,,0,0,,60,0,2447,3638,4500,21537.344000,50,,38873.866000,,413,0,617,4567,35214,451,0,0,250,5017,6000,12214,,726,80818,685,,3300,0,7556,6586,,1028,,2205,348,,1000
1997,116,100,7096,0,301,0,0,0,6768.700000,297,0,6450,3852,315,0,172,1013,173,1876,8052,0,200,0,160,0,200,,38096.043000,0,250,1654,40,,150,12015,0,0,0,,3735,512760,,8446,0,20,0,940,1100,2134,1707,0,910,4877,,3340,125,,2683,,0,1835,,2900,19700,1020,0,60,423,752,0,0,,0,,96,905,,,,,19780,,51,,0,,200,0,91,35945,1700,0,14982,0,0,230,1280,260,0,,0,1041,1925,2811,101,80000,27505,1700,2100,19113.616438,5400,33721,588.288000,91938,,3251,661,1506,0,,2000,,658,84,714,2703,,0,7,2524,,246,683,,500,36,176,12668,0,30,0,0,220,80,0,29526.391000,112,0,0,7236,220,516,50,0,225,,,3230,100,976,377,30,2520,0,1724,0,1264,,9001,0,700,,675,,4301,14681,1047.951070,15003,9395,,692,620,59796,611.800000,0,,281.807832,299,,7298,26700,61,,,,0,0,0,0,0,,15400,854,2004.206602,0,160,3300,3136,1113,0,0,9797,27933.154000,965,0,,0,0,,60,0,2253,3568,4840,21522.439000,36,,37115.268000,,421,0,653,4424,36035,450,0,0,290,5098,5250,12638,,621,84255,781,,3300,0,8145,8019,,1235,,2011,384,,1100
1998,116,84,7500,0,350,0,0,0,7091.800000,300,0,6850,3850,201,0,230,1240,259,2035,7000,0,200,0,150,0,300,,39941.916000,0,216,1742,40,,150,12124,0,0,0,,3888,536000,,9190,0,0,0,1085,650,2295,1713,0,1207,4604,,3150,134,,2528,,0,1885,,2600,21000,1065,0,45,321,750,0,0,,0,,90,1098,,,,,19500,,88,,0,,196,0,200,36610,1630,0,15000,0,0,230,1500,277,0,,0,896,1539,2999,118,85000,22341,2000,2000,20019.813699,6476,35512,557.991000,81328,,2650,600,1426,0,,1345,,709,80,788,3316,,0,10,3000,,366,699,,461,44,134,10397,0,0,0,0,220,100,0,30727.575000,109,0,0,7414,212,365,150,0,280,,,3200,0,950,377,30,2700,0,1676,0,1333,,8901,0,750,,730,,4340,12888,1166.511160,14970,9500,,986,740,46091,493,0,,200.327451,380,,7300,26000,59,,,,0,0,0,0,0,,15786,1000,2245.719566,0,100,2340,4705,1149,0,0,8738,32449.065000,874,0,,0,0,,60,0,2252,3600,4607,19651.529000,18,,22722,,500,0,690,4588,38200,450,0,0,321,5591,7066,12409,,778,85522,872,,3400,0,8202,9738,,1201,,2253,351,,1100
1999,116,106,7500,0,207,0,0,0,7186.600000,287,0,7450,3817,177,0,156,2085,253,2100,7277,0,200,0,150,0,300,,40233.915000,0,208,2060,180,,0,12634,0,0,0,,3036,573000,,9200,0,0,0,1100,650,2712,1785,0,1157,4241,,4100,159,,1926,,0,2283,,2300,23313,1031,0,45,358,638,0,0,,0,,95,1310,,,,,20219,,88,,0,,180,0,341,35912,1870,0,13908,0,0,230,1600,297,0,,0,980,1387,2979,131,90000,23925,5000,2466,21757.284932,6354,37299,501.148000,80120,,2687,838,1440,0,,1435,,386,80,666,2714,,0,15,3000,,,742,,520,46,187,10104,0,0,0,0,220,100,0,31801.609000,104,0,0,7530,216,338,,0,290,,,3480,0,1030,350,30,2500,0,1827,0,1217,,9600,0,760,,730,,3799,12556,1201.274320,15555,10147,,1025,850,48157,462,0,,229.976192,380,,6252,28400,66,,,,0,0,0,0,0,,16313,1000,1568.350825,0,45,1660,4718,1224,0,0,8068,35781.978000,976,0,,0,0,,60,0,2298,3548,5134,18283.162000,30,,25354.320000,,600,0,688,4864,34258,450,0,0,347,5828,7069,12697,,833,87777,789,,4471,0,8500,10489,,1454,,1575,300,,1000
2000,25,180,8300,0,201,0,0,0,6121.300000,219,0,7500,3776,200,0,89,3580,268,1847,7150,0,250,0,150,0,628,,39900.727000,0,232,2209,100,,0,12612,0,0,0,,3377,597000,,9750,0,20,0,1050,650,2852,1633,0,1398,4093,,4600,169,,2009,,0,2505,,2800,24143,1064,0,45,329,880,0,0,,0,,95,1422,,,,,20137,,88,,0,,210,0,348,35414,1950,0,15463,0,0,265,1960,300,0,,0,1284,1284,3326,144,95000,27789,6000,2620,23586.673973,5703,38925,521.344000,81097,,2640,1175,1367,0,,1187,,500,92,570,2808,,0,71,3000,,,749,,585,51,156,11445,0,0,0,0,255,120,0,33227.839000,92,0,0,8100,270,393,0,0,300,,,3450,100,1070,530,40,2500,0,1851,0,1238,,9900,0,950,,650,,3906,11959,1071.941000,15046,10343,,1210,890,51255,431.900000,0,,148.510398,380,,6058,32400,71,,,,0,0,0,0,0,,18107,1341,2111.090158,0,73,1150,3045,1300,0,,7971,37784.543000,1008,0,,0,0,,60,0,2651,3771,4631,17572.303000,50,,25498.912000,,700,0,743,5657,35825,450,0,0,367,5311,6100,12702,,833,89510,700,,3521,0,8600,13298,,1400,,2117,380,,1000
2001,16,0,8300,0,550,0,0,0,5545.100000,300,0,7500,3802,523,0,89,5005,250,1803,7157,0,250,0,160,0,704,,39453.482000,0,227,2088,50,,0,12793,0,0,0,,3513,661039.900000,,6830,0,0,0,1200,650,3246,1324,0,1369,3550,,5160,201,,2047,,0,2746,,2920,25700,1174,0,45,405,900,0,0,,0,,95,1325,,,,,19839,,58,,0,,240,0,335,32118,1900,0,14819,0,0,265,2000,315,0,,204,1321,1279,3452,125,105000,31300,6000,3450,26184.408219,4700,39804,596.247000,76550,,3173,2029,1319,0,,921,,469,92,529,2890,,0,63,3000,,,729,,630,52,181,13820,0,0,0,0,255,200,0,32133.621000,68,0,0,10000,265,378,0,0,285,,,3380,93,1080,514,47,2400,0,1642,0,1370,,11000,0,820,,650,,3950,8653,982.543110,11918,10162,,1240,980,52046,402.100000,0,,193.029395,380,,5668,35300,91,,,,0,0,0,0,0,,20608,1539,2414.728317,0,113,600,3123,1237,0,,8036,40510.437000,1108,0,,0,0,,65,0,2645,3950,5005,18127.570000,70,,27912.584000,,800,0,697,5721,30125,450,0,0,431,5800,6100,11854,,900,90450,1015,,4000,0,8700,16073,0,1493,,2418,215,,800
2002,27,0,9000,0,597,0,0,0,3910.800000,355,0,7550,3918,848,0,67,5000,298,2171,6980,0,250,0,160,0,913,,38926.768000,0,241,2137,30,,0,13079,0,0,0,,3462,725000,,6604,0,0,0,1200,650,3378,1327,0,1438,3217,,5320,265,,2028,,0,3050,,3000,28155,1323,0,45,466,900,0,0,,0,,111,1198,,,,,19437,,62,,0,,257,0,347,31009,1900,0,14282,0,0,230,2000,360,0,,290,1224,1206,3510,83,115000,34640,6834,3320,28134.183562,4584,41722,613.981000,71828,,3558,2129,1463,0,,1584,,533,240,606,2852,,0,54,3300,,260,728,,600,30,109,14336,0,0,0,0,221,200,0,33371.512000,148,0,0,10200,490,471,0,0,290,,,3085,100,1000,549,54,2100,0,1631,0,1700,,11000,0,748,,450,,3980,13400,1010.445990,10948,9759,,1340,937,55514,477,0,,207.927570,380,,5680,37700,101,,,,0,0,0,0,0,,23287,1653,2393.839711,0,144,200,3141,1178,0,,8525,42387.660000,1018,0,,0,0,,65,0,2642,3771,4679,19362.884000,100,,31678.811000,0,800,0,744,6022,32577,450,0,0,506,7142,7000,11089,,1026,91266,1000,,4000,0,7000,21121,0,1561,,2396,230,,600
2003,24,578.451000,9000,0,700,0,0,0,5217.400000,384,0,8000,3886,1012.700000,0,129.256000,5000,325.106000,2472.100000,6550,0,250,0,160,0,890.879000,,35122,0,236,2100,30,,0,13416,0,0,0,,3622.411000,862081.100000,,7337.398000,0,0,0,1130,650,3654,1345.500000,0,1636.879000,3502,,5543,330.800000,,1953,,0,2906.699000,,3100,26639,1391,0,45,506.200000,1130.066000,0,0,,0,,120,1492.896000,,,,,19655,,60,,0,,260,0,344.800000,32749,1900,0,14638,0,0,229.500000,2000,360,0,,290.300000,1268,1188.516000,3573,89.798000,123000,35500,1901,3830,29557.383562,4632,43580,607.682000,68766,,3514.900000,2569.700000,1658.073000,0,,1863.400000,,757.300000,250,596.900000,3900,,0,25,3500,,295.205000,714,,768,200,161,17243,0,,0,0,220,200,0,33593.401000,162,0,0,10400,600,571.505000,0,0,295,,,2450,100.171000,1080,889.611000,54,2300,0,1650,0,2500,,13000,0,888.900000,,520,,4000,13067,1138.146210,11653.448000,8567,,1400,948.943000,59194,484.400000,0,,274.696041,380,,5992,41000,105.105000,,,,0,0,0,0,0,,24110,1694,2071.470408,0,169.109000,150,3147.478000,1370,0,,8973.431000,44746.757000,1164,0,,0,0,,65,0,2476,3613,4824,18474.193000,166.300000,,32530.155000,0,800,0,765.600000,6038,35076.902000,450,0,0,507.068000,8923,8000,11215,,1186.300000,94328.695000,1050,,4804.800000,0,7700,24127,0,1541,,2075,350,,400
2004,24,573.221000,11000,0,754,0,0,0,6254.064000,501,0,8000,4355.700000,1427.500000,0,400,5000,322.270000,2731.200000,6715,0,250,0,170,0,1044.944000,,35984,0,241.872000,2938.870000,30,,0,13862.900000,0,0,0,,3797.603000,966819.900000,,7822.386000,0,0,0,1500,650,3811,1401.300000,0,1688.917000,3828.677000,,5632,402.500000,,2150,,0,2653.639000,,3470,28763,1265,0,45,615,1315.934000,0,0,,0,,120,1295,,,,,20962,,60,,0,,260,0,424.600000,31854,1900,0,15039,0,0,230,2200,360,0,,300,1392,1039.391000,3580,100.287000,130000,33230.143000,2500,5000,31795.230137,4494,45343,808.070000,67376,,3907.600000,3662,1789.102000,0,450,2635,,870.100000,250,753.100000,4400,,0,121.059000,3600,,283.647000,797,,751.540000,170,119.500000,15690,0,,0,0,220,300,0,34992.442000,61.900000,0,0,11000,550,518.999000,,0,285,,,2380,114.762000,1110,521,54,2300,0,1420,0,2621,,14151,0,1042.200000,,470,,4604.201000,13346,1276.411510,12566.265000,8843,,1400,1032.430000,54330,667.600000,0,,311.865987,380,,6238.584000,45700,104.288000,,,,0,0,0,0,0,,25515,2391,2240,0,180.460000,0,3158.308000,1186,0,,10297.433000,46593.482000,1400,0,,0,0,,65,0,2588,3851,4757,19049.935000,193.600000,,35626.120000,0,800,0,768.400000,6661.500000,38795.797000,550,0,0,558.988000,10635,9000,11405,,1280.900000,99014.588000,620,,5067.800000,0,5000,26153,0,1546.300000,,0,390,,500
2005,15.200000,489,12800,0,1315,0,0,0,7594.507000,605,0,8475,4559.700000,1537.900000,0,400,5100,340.696000,3130.900000,7594,0,250,0,170,0,1025.540000,,38705,0,266.027000,3618.221000,30,,0,14179.400000,0,0,0,,3999.122000,1068847.900000,,9959.223000,0,100,0,2000,650,3480.949000,1566.900000,0,1804.645000,3978.056000,,5930,521.368000,,2120,,0,2778.708000,,3690,32458,1131,0,45,726,1568.624000,0,0,,0,,143,1357,,,,,21277,,60,,0,,260,0,450,31009,1800,0,15166,0,0,240,2400,0,0,,300,1384,1005.330000,3371,132.438000,142086,33917,3000,5083,32557.969863,5092.839000,40284,844.843000,69629,,4045.900000,3974.800000,2123.256000,0,450,2145,,972.800000,250,832.100000,4600,,0,143.847000,3621,,280,760,,886.529000,150,166,17860,0,,0,0,220,300,0,37451.616000,111.900000,0,0,11000,490,543.072000,,0,290,,,2496,119.302000,1100,530.300000,59.200000,2700,0,1613,0,2686,,16837,0,1050,,550,,5107.258000,15494,1439.951160,12646.223000,8438,,1500,1000,47197,772.800000,0,,334.087385,380,,7032.100000,48534.100000,101.128000,,,,0,0,0,0,0,,26063,2623.200000,2276,0,172.120000,0,3498.685000,1114,0,,11463.546000,50311.973000,1500,0,,0,0,,65,0,2709,4022,4700,19890.989000,253.100000,,37871.724000,0,800,0,686.400000,6691,42786.835000,650,0,0,630,12183,10000,11216,,1366,100902.712000,620,,5068,0,5800,30808,0,1550,,0,435,,600
2006,29.800000,525,14701.572000,0,1373,0,0,0,8929.376000,625,0,9000,4852.200000,1622,0,400,5100,337.801000,3494.800000,8192.136000,0,1488.883000,0,180,0,1226.319000,,41895,0,240,4092.692000,30,,0,14335.500000,0,0,0,,4111.533000,1236764.800000,,10038.131000,0,100,0,1399.789000,360.297000,3597.965000,1704.700000,0,1786.488000,4238.818000,,6155,519.233000,,2937,,0,3776.798000,,4110,36100,1311,0,45,848.900000,1731,0,0,,0,,143,1684.507000,,,,,22540,,62,,0,,260,0,450,33630,1800,0,15674,0,0,230,2400,0,0,,290,1668,1010,3724.153000,141.433000,158788,35000,3500,4981,34862.109589,5088.880000,47814,760.815000,69942,,3967.400000,4880.200000,2174.090000,0,450,2200,,1059.900000,400,1065.400000,3348,,0,154.990000,5300,,280,901,,924.225000,150,187.600000,18400,0,,0,0,220,373.963000,0,40362.002000,140.800000,0,0,11352,605,570.031000,,0,295,,,2790,119.302000,1120,530,62,3300,0,1695,0,3611,,20202,0,1050,,600,,5782.419000,12033,1636.078720,14688.353000,8340,,1568,1000,49199,1051.100000,0,,200.592693,400,,8252.768000,54731.200000,102.589000,,,,0,0,0,0,0,,27053,2883.800000,2565,0,234.440000,0,3592.509000,1269,0,,12657.529000,54048.270000,1600,0,,0,0,,65,0,2952,4040,4804,19293.803000,281.500000,,39408.163000,0,800,0,883,6932,47499.159000,920.600000,0,0,630,13732,13000,11471,,1369.900000,99712.374000,620,,5700,0,11000,32690,0,1470,,0,550,,700
2007,28.400000,889,15886,0,1400,0,0,0,9602.250000,722,0,9200,5202.500000,1692.800000,0,400,5100,294.184000,3820.500000,9570.990000,0,1550,0,180,0,1283.357000,,46551,0,200,4413.346000,30,,86.990000,15077.600000,0,0,0,,4439.967000,1361172.500000,,11067.760000,0,100,0,2300,468.797000,3587.202000,1805.300000,0,1872.531000,4898.530000,,6129,530.196000,,2871,,0,4100,,4420,40400,1300,0,45,937.400000,1625.560000,0,0,,0,,145,1742.534000,,,,,22300,,62,,0,,228.601000,0,450,33382,1800,0,16666.666000,0,0,230,2500,0,0,,290,1776,1000,3551.746000,140,170330,36000,4500,4700,39191.205479,5000,47541.637000,773.019000,67685,,4255,5698.600000,2545.661000,0,470,2200,,1229.500000,400,1105.365000,3945,,0,157.200000,5206,0,300,1081,,944.529000,270,185.300000,19480,0,,0,0,220,409.513000,0,43319.522000,179.800000,0,0,12792,665,608.192000,0,0,300,,,2700,121.818000,1100,530,42,4700,0,1700,0,3880,,24593,0,1050,,600,,6231.023000,13048,1738.648832,17119.936000,12631,,2400,1150,52182,1531,0,,326.784571,400,,10059.579000,59934.100000,103.034000,,,,0,0,0,0,0,,30290,3152.300000,2677,0,247.380000,0,3718.410000,1300,0,,13651.416000,54720.445000,1700,0,,0,0,,65,0,2950,4000,5104,18957.336000,313.100000,,35668.235000,0,996,0,901.800000,7052,49552.551000,941,0,0,650,15000,16000,11887,,1629.900000,96849.651000,620,,6500,0,8000,37102,0,1728,,0,540,,400
2008,37.300000,918,17397,0,1780,0,,0,9703.265000,770,0,9400,5309,1595,0,438,10000,301,4219,6710,0,1347,0,180,0,1406,,51970,0,240,4651,468,0,772,13672,0,0,0,,4622,1423557.300000,,10456,0,105,0,2100,360,3403,1707,0,1914,4710,,6415,411,,2494,,0,4207,,5493,38600,1300,0,45,808,1834,0,0,,0,,143,1633,,,,,20895,,62,,0,,230,0,450,32461,1800,0,12801,0,0,300,2500,381,0,,300,1784,1426,3544,138,182690,38530,6453,4493,43651.315068,4819,43030,724.528000,62809,,4375,5837,2829,0,590,2600,,1218,400,1076,4250,,0,94,5509,0,310,1091,,916,160,237,19629,0,,0,0,150,322,0,42275.223000,269,0,0,14047,744,676,0,0,295,,,3097,137,1200,530,56,10000,0,1747,0,3991,,27044,0,1843,,800,,6922,13369,1985.410782,17207,6629,,3800,1000,51653,1775.900000,0,,252.595126,400,,10659,53548.200000,103,,,,0,0,0,0,0,,32888,3084,2843,0,254,,4157,1525,0,,13473,42083.407000,1800,0,,0,0,,65,0,2934,4102,5336,17330.277000,190,,31650.870000,0,1265,0,958,7559,51432,1025,0,0,1193,14918,21885,10071,,1756,87610,620,,6600,0,8044,40009,0,2111,,0,560,,400
2009,31.500000,1108,18732,0,1800,0,,0,9384.901000,467,0,9200,4646,1286,0,700,12000,256,4350,5990,0,1315,0,180,0,1074,250,51747,0,220,2645,563,0,933,10985,0,0,0,,3876,1643977.800000,,9232,0,110,0,2100,283,2919,1626,0,1481,3672,,6126,460,,1575,0,0,3852,,5310,48000,1212,0,45,326,1688,0,0,,0,,110,1052,,,,,17974,,62,,0,,250,0,870,29974,1800,0,10069,0,0,300,1500,298,0,,300,1800,1124,2807,138,201810,36910,7000,2797,49379,4759,36317,736.560000,54802,,3876,5694,3320,0,500,2000,,579,1000,583,4897,,0,71,6500,0,357,1000,,909,140,232,19457,0,,0,0,150,324.415000,0,40901.818000,235,0,0,14519,777,670,0,0,1200,,,2342,138,1200,530,42,10000,0,1093,0,4000,,30419,0,1679,,600,,8100,14865,2291.605134,15043,5318,,4095,1100,50126,869.400000,0,,630.728655,380,,7797,44266.200000,92,,,,0,0,0,0,0,,37847,3320,2166,0,236.240000,,3011,1082,0,,11784,29504.573595,1900,0,,0,0,,49,0,1586,4163,5176,15918.474000,195,,31180.734000,0,1179,0,870,7514,53973,1100,0,0,1162.241000,9496,18997,7623,,1941,64843,1050,,6850,0,7900,48810,0,2118,,,880,,700
2010,35.600000,1300,19100,0,1500,0,,0,10423.089000,488,0,8300,4254,1279,0,1200,13770,229,4531,6095,0,1305,0,200,0,949,260,59117,0,270,1961,587,0,789,12431,0,0,0,0,3871,1881911.700000,,9504.777479,0,80,0,1276,1800,2488,1631,0,1329,3379,,6279,490,,1553,0,0,4106,,5287,49500,1290,0,45,375,1639,0,0,,0,,163,1215,,,,,17733,,89,,0,,223,0,857,29203,2100,0,9268,0,0,300,2794,237,0,0,300,1600,1461,2136,140,213190,39480,8000,2379,60137,5139,34408,723.489000,51526,,3929,6686,3709.806000,0,420,2000,,760,1200,834,5227,,0,72,7000,0,635,1078,,820,160,188,19762,0,,0,0,150,552,0,39064.706000,323,0,0,14000,884,534,5,0,1360,,,2138,160,1100,600,32,10000,0,1298,0,4500,,29380,0,1491,200,650,,8396,15900,2414.382277,15521,4587,,3780,1000,47420.060000,861.400000,0,,1936.100814,300,,6909,50392.300000,95,,,,0,0,0,0,0,,42970,4066,2130,0,301,,2888,799,0,,10870,26161.660109,1737,0,,0,0,,45,0,1796,4527,6000,16300.989000,288,,28840,0,1185,0,791,8070,62737,1150,0,0,1347,9457,18000,7882,,2312,67202,834,,6872,0,7120,55801,0,1864,,,1127,,800
2011,35.700000,1800,19000,0,2000,0,,0,11592.310000,422,0,8600,4427,1425,0,1300,14690,223,4604,6954,0,1460,0,544,0,893,15,64093,0,290,1882,590,35,907,12001,0,0,0,2,4406,2099258.600000,,10778.537600,0,70,0,1400,1800,2682,1736,0,1207,3831,,6452,458,,1811,0,0,3997,,5706,48700,1320,0,160,451,2082,0,0,,0,,170,1387,,,,,19270,,90,,0,,226,0,1502,32779,2500,0,5553,0,0,300,2850,365,0,0,50,1620,1537,1694,142,224050,45238,10000,2103,65158,5480,33120,766.274000,51293,,2816,7642,4478.428000,0,420,2250,,1022,1300,996,5550,,0,81,3500,0,752,1229,450,930,200,250,21198,0,0,0,0,150,565,0,40552.226000,426,0,0,14000,976,538,284,0,2100,,,2318,146,1200,700,66,12000,0,1387,0,5000,,29140,0,1766,200,650,,8500,16063,2657.649540,18552,5069,,5000,1146,48249.153000,1018,0,,3004.122511,250,,8087,56152.500000,94,,,,0,0,0,0,0,,48363,4677,2095,0,311,,3219,760,0,,11234,22178.236560,1984,0,,0,0,,74,0,2064,4750,5000,16852.035000,299,,30290,0,1200,0,827,7055,63405,1950,0,0,1666,10515,16000,8529,,2409,68639,968,,6698,0,7760,58271,0,2800,,,1200,,1000
2012,70.800000,2230,19000,0,3000,0,,0,10716.255000,438,0,8500,4455,1966,0,1350,15250,176,4906,6280,0,1390,0,521,0,846,15,68809,0,330,1803,659,71,980,12465,0,0,0,140,4722,2209840.800000,,10924.786000,0,150,0,1400,1900,2254,1825,0,1026,3434,,6446,413,,1798,0,0,4130,,6025,51200,1380,0,230,482,3548,0,0,,0,,150,1300,,,,,17810,,100,,0,,200,0,1546,32432,4600,0,5005,0,0,300,2880,317,0,0,75,1730,1675,1870,146,241920,52350,10000,1198,69210.536000,5892,26240,760.296000,54740,,4060,7050,4639.723000,0,535,2400,,1239,1500,1015,5309,,0,122,2000,0,901,1040,440,645,230,240,21726,0,0,0,0,150,630,0,41665.656000,349,0,0,16270,1184,922,428,0,2720,,,1940,125,1140,620,75,16000,0,1659,0,6100,,30203,0,2310,200,800,,9847,18907,2714.089132,15735,4090,,5500,1275,46862.240000,1051.400000,0,,3507.169496,350,,8223,61690.600000,106,,,,0,0,0,0,0,,53807.300000,4689,1831,0,335,,2915,745,0,,11560,15938.965402,2066,0,,0,0,,114,0,2141,4430,6000,15793.591000,232,,31760,0,1605,0,654,7241,63879,2370,0,0,1780,9843,15000,7952,,2581,74934,872,,6800,0,8440,56353,0,2760,,,1600,,1480
2013,87,2000,18500,0,4000,0,,0,11891.837000,431,0,8400,4385,2296,0,1300,16780,160,5057,6119,0,1422,0,570,0,882,15,70161.545000,0,340,1812,580,100,1060,11611,0,0,0,180,4880,2419238.900000,,11251.933000,0,250,0,1460,2300,2333,1659,0,855,3211,,6600,447,,1830,150,0,4246,,6670,50200,1200,0,230,457,4493,0,0,,0,,181,1300,,,,,18018,,94,,0,,170,0,1619,31308,4500,0,5283,0,0,300,2970,377,0,0,100,1700,1768,1350,0,254757,56690,12000,2000,71297.514000,6398,23100,824.893000,57962.406000,,4200,7072,5059.129000,0,543.500700,3000,,1676,2156,1070,5831,,0,194,2000,0,1000,1093,580,730,230,230,21457,0,440,0,0,150,690,0,39391.285000,259,0,0,16870,1299,1121,520,0,2990,,,2050,119,1200,650,29,20000,0,1700,0,5800,,31285,0,2370,200,960,,10527,20150,3061.147311,14539,5000,,5335,1400,47290.598000,1095.300000,0,,3536.579722,400,,7451,66548.900000,130,,,,0,0,0,0,0,,55693,5191,1592,0,313,,3121,614,0,,12168,13731.876400,1929,0,,0,0,,131,0,2560,4740,4000,16575.743000,384,,35854,0,1800,0,802,7504,71337,2650,0,0,2023,9857,15700,8203,,2346,77415,850,,6990,0,8846,57516,0,3300,,,1810,,1190
2014,70.100000,1740,19260,0,5100,0,,0,11408.393000,422,0,9000,4400,2941,0,1300,17000,160,5617,6364,0,1396,0,690,0,840,15,72502.878000,0,240,1785,403,70,1400,11879,0,0,0,200,4200,2492070.800000,,12402.371173,0,460,0,1500,2690,2359,1580,0,735,3511,,6675,330,,2825,170,0,5018,,6600,51400,1000,0,230,447,5424,0,0,,0,,188,1250,,,,,16400,,87,,0,,180,0,1626,32099,4500,0,5105,0,0,300,3500,435,0,2,200,1700,1900,1530,0,271324,56760,9000,2200,67258.403700,6603,21500,830.061000,57912.568000,,4400,8140,5860.537000,0,517.688950,2800,,1730,2201,903,6000,,0,295,7000,0,1100,1058,590,660,150,270,22446,0,660,0,0,150,870,0,41483.652000,411,0,0,14320,1512,1317,583,0,3100,,,2610,106,1100,700,21,20000,0,1700,0,5100,,31964,0,2190,200,1000,,10676,21305,3336.939514,15357,5420,,6080,1300,47047.900000,1086.200000,0,,3477.759269,350,,7621,69139.200000,140,,,,0,0,0,0,0,,57218,4899,1605,0,336,,3319,706,0,,12068,14554.038870,1885,0,,0,0,,70,0,2500,4790,1850,14629.131000,1150,,36150,0,1700,0,837,9127,71239,2900,0,0,2141,8636,20500,8958,,2809,83124,830,,7350,0,7940,60982,0,3190,,,1900,,1280
